FLastName, Attempt #,Attempt Start,Attempt End,Section #,Q #,Q Type,Q Title,Q Text,Bonus?,Difficulty,Answer,Answer Match,Score,Out Of
48392745bd56525573edc058964df769eb1961fbec7b23050de2d5c2cf7921115dfdd, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,38,UnChecked,0,1
48392745bd56525573edc058964df769eb1961fbec7b23050de2d5c2cf7921115dfdd, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,39,UnChecked,0,1
48392745bd56525573edc058964df769eb1961fbec7b23050de2d5c2cf7921115dfdd, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,Checked,0,1
48392745bd56525573edc058964df769eb1961fbec7b23050de2d5c2cf7921115dfdd, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,UnChecked,0,1
48392745bd56525573edc058964df769eb1961fbec7b23050de2d5c2cf7921115dfdd, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1
48392745bd56525573edc058964df769eb1961fbec7b23050de2d5c2cf7921115dfdd, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,UnChecked,0,1
48392745bd56525573edc058964df769eb1961fbec7b23050de2d5c2cf7921115dfdd, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,UnChecked,0,1
48392745bd56525573edc058964df769eb1961fbec7b23050de2d5c2cf7921115dfdd, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,Checked,0,1
48392745bd56525573edc058964df769eb1961fbec7b23050de2d5c2cf7921115dfdd, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,UnChecked,0,1
48392745bd56525573edc058964df769eb1961fbec7b23050de2d5c2cf7921115dfdd, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,Checked,0,1
48392745bd56525573edc058964df769eb1961fbec7b23050de2d5c2cf7921115dfdd, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,4,MC,,How many letters are in the alphabet?,False,1,11,Checked,0,1
48392745bd56525573edc058964df769eb1961fbec7b23050de2d5c2cf7921115dfdd, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,4,MC,,How many letters are in the alphabet?,False,1,7,UnChecked,0,1
48392745bd56525573edc058964df769eb1961fbec7b23050de2d5c2cf7921115dfdd, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,4,MC,,How many letters are in the alphabet?,False,1,26,UnChecked,0,1
48392745bd56525573edc058964df769eb1961fbec7b23050de2d5c2cf7921115dfdd, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,4,MC,,How many letters are in the alphabet?,False,1,11010,UnChecked,0,1
48392745bd56525573edc058964df769eb1961fbec7b23050de2d5c2cf7921115dfdd, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,UnChecked,1,1
48392745bd56525573edc058964df769eb1961fbec7b23050de2d5c2cf7921115dfdd, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Paul Bettany joins you,UnChecked,1,1
48392745bd56525573edc058964df769eb1961fbec7b23050de2d5c2cf7921115dfdd, 1,1/16/2025 9:30 AM,1/16/2025 9:32 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,You have two ships,Checked,1,1
